name,symbol,url,chains,category,twitter,audit links
JustCryptos,JST,https://just.network/token,Tron,Bridge,DeFi_JUST,
Benqi,QI,https://benqi.fi,Avalanche,Lending,BenqiFinance,https://docs.benqi.fi/risks#audits
JustStables,USDJ,https://juststable.tronscan.org/#/login,Tron,Algo-Stables,DeFi_JUST,https://just.tronscan.org/docs/audit-report-just_cn.pdf
dYdX,DYDX,https://dydx.exchange/,Ethereum,Derivatives,dydxprotocol,https://docs.dydx.exchange/#independent-audits
SUNSwap,SUN,https://sunswap.com/#/home,Tron,Dexes,DeFi_JUST,https://justswap.io/docs/audit-report_cn.pdf
Bancor,BNT,https://app.bancor.network/,Ethereum,Dexes,Bancor,https://docs.bancor.network/ethereum-contracts/security
Beefy Finance,BIFI,https://app.beefy.finance,"Fantom,Avalanche,Binance,Polygon,Cronos,Arbitrum,Metis,Fuse,Moonriver,Celo,Harmony,Aurora,Heco,Moonbeam",Yield Aggregator,beefyfinance,https://github.com/beefyfinance/beefy-audits
Synapse,SYN,https://synapseprotocol.com,"Avalanche,Arbitrum,Fantom,Binance,Polygon,Ethereum,Aurora,Harmony,Optimism,Boba,Moonriver,Moonbeam",Dexes,SynapseProtocol,
Synthetix,SNX,https://synthetix.io,"Ethereum,Optimism",Derivatives,synthetix_io,https://docs.synthetix.io/contracts/audits/
Astroport,ASTRO,https://astroport.fi,Terra,Dexes,astroport_fi,https://github.com/astroport-fi/astro-audits
Serum,SRM,https://projectserum.com/,Solana,Dexes,ProjectSerum,
Alchemix,ALCX,https://alchemix.fi/,Ethereum,Synthetics,AlchemixFi,https://alchemix.fi/a208baf6ca7e0d6b0116461f05e27cd9.pdf
Alpha Finance,ALPHA,https://alphafinance.io/,"Avalanche,Ethereum,Binance",Yield Aggregator,AlphaFinanceLab,https://blog.openzeppelin.com/alpha-homora-v2/
Tokemak,TOKE,https://www.tokemak.xyz,Ethereum,Yield,TokenReactor,https://omniscia.io/tokemak-capital-management-protocol/
Scream,SCREAM,https://scream.sh/,Fantom,Lending,Screamdotsh,
KlaySwap,KSP,https://klayswap.com/dashboard,Klaytn,Dexes,KLAYswap,https://docs.klayswap.com/risk-and-security#greater-than-read-the-smart-contract-audit-reports-here
Rari Capital,RGT,https://rari.capital/,Ethereum,Yield Aggregator,RariCapital,https://www.notion.so/Rari-Capital-Audit-Quantstamp-December-2020-24a1d1df94894d6881ee190686f47bc7
Geist Finance,GEIST,https://geist.finance,Fantom,Lending,GeistFinance,"https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Geist-v1.0.pdf,https://solidity.finance/audits/GeistProtocol/"
Badger DAO,BADGER,https://badger.finance/,"Ethereum,Arbitrum,Binance",Yield Aggregator,Yield Aggregator,https://badger.finance/wp-content/uploads/2021/01/HAECHI-AUDIT-BadgerDAO-Smart-Contract-Audit-Report-1.pdf
Flexa,AMP,https://amptoken.org/,Ethereum,Payments,amptoken,"https://consensys.net/diligence/audits/2020/06/amp,https://github.com/trailofbits/publications/blob/master/reviews/amp.pdf"
Maiar Exchange,MEX,https://maiar.exchange,Elrond,Dexes,MaiarExchange,
Tranchess,CHESS,https://tranchess.com,Binance,Yield,tranchess,"https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Tranchess-v1.0.pdf,https://www.certik.org/projects/tranchess"
Quickswap,QUICK,https://quickswap.exchange/,Polygon,Dexes,QuickswapDEX,https://contractsecurity.io/quick-audit-report/
Platypus Finance,PTP,https://platypus.finance,Avalanche,Dexes,Platypusdefi,"https://omniscia.io/platypus-finance-core-implementation/,https://hacken.io/audits/#platypus_finance,https://omniscia.io/platypus-finance-governance-staking/"
Terraswap,-,https://terraswap.io,Terra,Dexes,terraswap_io,
xDAI Stake Bridge,STAKE,https://xdaichain.com/ ,Ethereum,Chain,xdaichain,
Quarry,-,https://quarry.so,Solana,Yield,quarryprotocol,
Alpaca Finance,ALPACA,https://www.alpacafinance.org/,"Binance,Fantom",Yield,AlpacaFinance,https://github.com/alpaca-finance/bsc-alpaca-contract/tree/main/audits
Raydium,RAY,https://raydium.io,Solana,Dexes,RaydiumProtocol,
MDEX,MDX,https://mdex.com/,"Binance,Heco",Dexes,Mdexswap,"https://mdex.com/slowmist_bsc.pdf,https://mdex.com/fairyproof_bsc.pdf,https://mdex.com/certik_bsc.pdf"
Maple,MPL,https://www.maple.finance,Ethereum,Lending,maplefinance,https://github.com/maple-labs/maple-core#audit-reports
Marinade Finance,MNDE,https://marinade.finance,Solana,Liquid Staking,MarinadeFinance,"https://marinade.finance/Neodyme.pdf,https://marinade.finance/AckeeBlockchain.pdf,https://marinade.finance/KudelskiSecurity.pdf"
Katana DEX,-,https://katana.roninchain.com/#/swap,Ronin,Dexes,AxieInfinity,
Solend,SLND,https://solend.fi,Solana,Lending,solendprotocol,https://github.com/solendprotocol/solana-program-library/tree/master/token-lending/audit
Ellipsis Finance,EPS,https://ellipsis.finance/,Binance,Dexes,Ellipsisfi,https://github.com/ellipsis-finance/ellipsis-audits/blob/master/010421_Hacken_Ellipsis_SC_Audit_Report.pdf
Defi Kingdoms,JEWEL,https://www.defikingdoms.com,Harmony,Dexes,DefiKingdoms,https://solidity.finance/audits/DefiKingdoms/
Keep3r Network,KP3R,https://keep3r.network,Ethereum,Derivatives,thekeep3r,https://github.com/keep3r-network/keep3r.network/tree/master/audits
DefiChain DEX,DFI,https://defichain.com/dex,DefiChain,Dexes,defichain,https://defichain.com/security/
Mirror,MIR,https://mirror.finance/,"Terra,Ethereum",Derivatives,mirror_protocol,https://docsend.com/view/p4es2dgvwadamgqg
Saber,SBR,https://saber.so,Solana,Dexes,Saber_HQ,
G-UNI,GEL,https://www.gelato.network,"Ethereum,Optimism",Yield,gelatonetwork,"https://www.certik.org/projects/gelato,https://drive.google.com/file/d/1aTmVdENDTt7-Rbr9Nxx8DLqy8BE0ZLew/view?usp=sharing"
Astar dApps Staking,ASTR,https://astar.network,Astar,Staking,AstarNetwork,https://certificate.quantstamp.com/view/a-star-network-staking
Stacks Staking,STX,https://stacks.co,Stacks,Chain,Stacks,
dForce,DF,https://dforce.network/,"Ethereum,Arbitrum,Binance,Optimism",Lending,dForcenet,https://github.com/dforce-network/documents/tree/master/audit_report/Lending
Parallel Liquid Crowdloan,-,https://parallel.fi,Parallel,Lending,ParallelFi,
Tornado Cash,TORN,https://tornado.cash/,Ethereum,Privacy,TornadoCash,https://tornado.cash/#faq
Notional,NOTE,https://notional.finance/,Ethereum,Lending,NotionalFinance,https://blog.openzeppelin.com/notional-audit/
Wonderland,TIME,https://www.wonderland.money,"Avalanche,Ethereum",Reserve Currency,Wonderland_fi,
Armor,ARMOR,https://armor.fi/,Ethereum,Insurance,ArmorFi,
BiSwap,BSW,https://biswap.org/,Binance,Dexes,Biswap_Dex,https://www.certik.org/projects/biswap
Nexus Mutual,NXM,https://nexusmutual.io/,Ethereum,Insurance,NexusMutual,https://nexusmutual.gitbook.io/docs/helpful-resources/audits-and-security
Tulip Protocol,TULIP,https://tulip.garden/,Solana,Yield,TulipProtocol,
Vires Finance,VIRES,https://vires.finance,Waves,Lending,viresfinance,https://github.com/deemru/viresfinance-audit/releases/download/audit/viresfinance-security-audit.en.pdf
TrueFi,TRU,https://truefi.io/,Ethereum,Lending,TrustToken,https://github.com/trusttoken/audits/tree/master/TrueFi
Orca,ORCA,https://www.orca.so,Solana,Dexes,orca_so,
Neutrino,NSBT,https://neutrino.at,Waves,Algo-Stables,neutrino_proto,https://audit.neutrino.at
Sunny,SUNNY,https://sunny.ag,Solana,Yield,SunnyAggregator,
CREAM Finance,CREAM,https://cream.finance/,"Binance,Ethereum,Polygon",Lending,CreamdotFinance,https://docs.cream.finance/audit-report
StakeDAO,SDT,https://stakedao.org/,"Ethereum,Avalanche,Harmony,Polygon,Binance",Yield,StakeDAOHQ,
MM Finance,MMF,https://mm.finance,Cronos,Dexes,MMFcrypto,https://www.certik.com/projects/mmfinance
DefiSaver,-,https://defisaver.com/,Ethereum,Services,DefiSaver,https://consensys.net/diligence/audits/2021/03/defi-saver/
Fei Protocol,FEI,https://fei.money/,Ethereum,Algo-Stables,feiprotocol,https://docs.fei.money/audit
Atrix,-,https://www.atrix.finance,Solana,Dexes,AtrixProtocol,
DODO,DODO,https://dodoex.io/,"Ethereum,Binance,Polygon,Aurora,Arbitrum",Dexes,BreederDodo,https://github.com/DODOEX/docs/blob/master/docs/audit.md
Beethoven X,BEETS,https://www.beethovenx.io,Fantom,Dexes,beethoven_x,
Allbridge,ABR,https://allbridge.io,"Ethereum,Solana,Terra,Binance,Celo,Avalanche,Polygon,Fantom,Heco,Aurora",Bridge,Allbridge_io,https://hacken.io/audits/#allbridge
Kava,KAVA,https://www.kava.io/,Kava,Lending,kava_labs,https://www.certik.org/projects/kava
Rocket Pool,RPL,https://rocketpool.net,Ethereum,Liquid Staking,Rocket_Pool,"https://rocketpool.net/files/sigma-prime-audit.pdf,https://consensys.net/diligence/audits/2021/04/rocketpool,https://github.com/trailofbits/publications/blob/master/reviews/RocketPool.pdf,https://immunefi.com/bounty/rocketpool"
Yield Yak,YAK,https://yieldyak.com,Avalanche,Yield,yieldyak_,
Stader,-,https://staderlabs.com,Terra,Liquid Staking,staderlabs,"https://staderlabs-docs.s3.amazonaws.com/audits/terra/Cryptonics_Audit_Report_Terra_V1.pdf,https://kp5hfcaxs2prkdoscwibtrbjjddvoov3huhezsxknanxfaucm76a.arweave.net/U_pyiBeWnxUN0hWQGcQpSMdXOrs9DkzK6mgbcoKCZ_w,https://github.com/HalbornSecurity/PublicReports/blob/master/CosmWasm%20Smart%20Contract%20Audits/Stader_Labs_LunaX_Contrracts_CosmWasm_Smart_Contract_Security_Audit_Report_Halborn_Final.pdf"
Tectonic,TONIC,https://tectonic.finance/,Cronos,Lending,TectonicFi,
Coinwind,COW,https://www.coinwind.pro,"Binance,Heco,Ethereum",Yield,coinwind_com,"https://www.fairyproof.com/doc/CoinwindV2-Audit-Report-071821.pdf,https://www.coinwind.pro/BEOSIN_en.pdf,https://www.coinwind.pro/flyhub_en.pdf"
Pando,-,https://pando.im,Mixin,Dexes,pando_im,https://docs.pando.im/docs/security/audit-reports
Trisolaris,TRI,https://www.trisolaris.io/#/swap,Aurora,Dexes,trisolarislabs,
cBridge,-,https://cbridge.celer.network/#/transfer,"Astar,Aurora,Fantom,Binance,Moonbeam,Optimism,Polygon,Ethereum,Arbitrum,Avalanche,Harmony,Boba,Metis,Moonriver,OKExChain,Shiden,Oasis,Heco,xDai,Celo,Syscoin",Cross Chain,CelerNetwork,"https://github.com/celer-network/sgn-v2-contracts/blob/main/audit/REP-cBridge-v2-2021-11-17.pdf,https://github.com/celer-network/sgn-v2-contracts/blob/main/audit/PeckShield-Audit-Report-SGNv2-v1.0.pdf,https://github.com/celer-network/sgn-v2-contracts/blob/main/audit/SlowMist%20Audit%20Report%20-%20SGN.pdf"
Loopring,LRC,https://loopring.org/#/,Ethereum,Dexes,loopringorg,https://github.com/Loopring/protocols/blob/master/packages/loopring_v3/security_audit/LoopringV3_1_Report_EN.pdf
YSL.IO,SYSL,https://ysl.io,Binance,Yield,ysl_io,https://docs.ysl.io/ysl-io/protocol/audits
QiDao,QI,https://app.mai.finance,"Fantom,Polygon,Avalanche,Harmony,Moonriver,xDai",CDP,QiDaoProtocol,https://docs.mai.finance/risks/security#has-the-project-been-audited
Olympus DAO,OHM,https://olympusdao.finance/,Ethereum,Reserve Currency,OlympusDAO,https://docs.olympusdao.finance/references/audits
Mento,-,https://mento.finance,Celo,Dexes,CeloOrg,https://celo.org/audits
Hundred Finance,HND,https://hundred.finance,"Arbitrum,Fantom,Harmony,Moonriver,Ethereum",Lending,HundredFinance,https://github.com/chainsulting/Smart-Contract-Security-Audits/blob/master/Percent%20Finance/02_Smart%20Contract%20Audit%20Percent%20Finance.pdf
SUN.io,SUN,https://sun.io,Tron,Dexes,defi_sunio,https://sun.io/docs/slowmist_audit_report_en_sun.pdf
Saddle Finance,SDL,https://saddle.finance/,"Ethereum,Fantom,Arbitrum,Optimism",Dexes,saddlefinance,https://github.com/saddle-finance/saddle-audits
Francium,-,https://francium.io,Solana,Yield,Francium_Defi,https://www.certik.org/projects/francium
GMX,GMX,https://gmx.io/,"Arbitrum,Avalanche",Dexes,GMX_IO,https://github.com/xvi10/gambit-contracts/tree/master/audits
Angle,ANGLE,https://app.angle.money,Ethereum,Lending,AngleProtocol,https://github.com/AngleProtocol/angle-core/tree/main/audits
SpiritSwap,SPIRIT,https://app.spiritswap.finance/#/,Fantom,Dexes,Spirit_Swap,https://github.com/Layer3Org/spiritswap-core/blob/main/SpiritSwap-Core%20Security%20Audit%20Report.pdf
Harvest Finance,FARM,https://harvest.finance/,"Ethereum,Polygon,Binance",Yield Aggregator,harvest_finance,https://github.com/harvest-finance/harvest/tree/master/audits
Sablier Finance,-,https://sablier.finance/,Ethereum,Payments,SablierHQ,https://certificate.quantstamp.com/full/sablier
Set Protocol,-,https://www.tokensets.com/,Ethereum,Indexes,SetProtocol,https://www.tokensets.com/security
Tarot,TAROT,https://www.tarot.to,Fantom,Yield,TarotFinance,
B.Protocol,BPRO,https://www.bprotocol.org/,"Ethereum,Fantom,Arbitrum",Lending,bprotocoleth,https://app.bprotocol.org/risk
Pylon Protocol,MINE,https://www.pylon.money,Terra,Yield,pylon_protocol,https://docs.pylon.money/security#audits
DefiDollar DAO,DFD,https://dusd.finance/,Ethereum,Algo-Stables,defidollar,https://docs.dusd.finance/audits
Pangolin,PNG,https://pangolin.exchange,Avalanche,Dexes,pangolindex,
ProtoFi,PROTO,https://fantombank.protofi.app/,Fantom,Yield,ProtoFiProtocol,https://www.certik.com/projects/protofi
Autofarm,AUTO,https://autofarm.network/,"Binance,Polygon,Cronos,Moonriver,Fantom,Avalanche,Heco,Boba,Celo,Velas,xDai,OKExChain,Harmony,Aurora",Yield Aggregator,autofarmnetwork,https://www.certik.org/projects/autofarm
Origin Dollar,OUSD,https://www.ousd.com,Ethereum,Algo-Stables,OriginProtocol,https://docs.ousd.com/v/en/security-and-risks/audits
ChainPort,-,https://app.chainport.io,Ethereum,Bridge,chain_port,https://www.certik.com/projects/chainport
DefiChain Loans,DFI,https://defichain.com,DefiChain,Lending,defichain,https://defichain.com/security/
Opyn,-,https://www.opyn.co/,"Ethereum,Avalanche",Options,opyn_,https://opyn.gitbook.io/opyn/get-started/security#audits
Ribbon Finance,RBN,https://www.ribbon.finance/,"Ethereum,Avalanche,Aurora,Solana",Options,ribbonfinance,https://docs.ribbon.finance/developers/security#audits
Kava Lend,HARD,https://kava.io/lend,Kava,Lending,hard_protocol,https://www.certik.org/projects/hard
Index Coop,INDEX,https://www.indexcoop.com/,Ethereum,Indexes,indexcoop,
StakeHound,-,https://stakehound.com/,Ethereum,Liquid Staking,stakedTokens,https://stakehound.com/wp-content/uploads/2020/12/StakeHound-Quantstamp-audit-report.pdf
Reflexer,FLX,https://reflexer.finance/,Ethereum,Algo-Stables,reflexerfinance,https://reflexer.finance/about/
REX Staking,-,https://eosauthority.com/rex,Telos,Lending,EOSauthority,
Tranquil Finance,TRANQ,https://tranquil.finance/,Harmony,Lending,tranquil_fi,https://www.certik.com/projects/tranquil-finance
ApeSwap,BANANA,https://apeswap.finance,"Binance,Polygon",Dexes,ape_swap,https://apeswap.gitbook.io/apeswap-finance/security/audits
Element Finance,-,https://www.element.fi,Ethereum,Yield,element_fi,https://docs.element.fi/developers/bug-bounty-programs#b93e
KEEP Network,KEEP,https://tbtc.network/,Ethereum,Cross Chain,,https://consensys.net/diligence/audits/2020/02/thesis-tbtc-and-keep/
Thorchain,RUNE,https://thorchain.org/,Thorchain,Dexes,THORChain,https://www.certik.org/projects/thorchain
Mango Markets,MNGO,https://mango.markets,Solana,Lending,mangomarkets,
Chainge Finance,CHNG,https://www.chainge.finance,Fusion,Dexes,FinanceChainge,https://www.certik.org/projects/chaingefinance
Liquid Driver,LQDR,https://www.liquiddriver.finance,Fantom,Yield,LiquidDriver,
Almond,ALM,https://almond.so,Solana,Yield,almond_so,
Waves Exchange,-,https://waves.exchange,Waves,Dexes,Waves_Exchange,
Belt Finance,BELT,https://belt.fi/,"Binance,Heco",Yield,BELT_Finance,https://github.com/BeltFi/belt-contract/tree/main/audit
Ankr,ANKR,https://www.ankr.com/,Ethereum,Liquid Staking,ankr,https://assets.ankr.com/files/stkr_smart_contract_auditing_report.pdf
MochiFi,-,https://mochi.fi,Ethereum,Lending,MochiDeFi,https://docs.mochi.fi/audits
pNetwork,PNT,https://p.network,"Ethereum,Binance,Ultra,Polygon,EOS,Telos,xDai",Staking,pNetworkDeFi,https://cryptonics.consulting/wp-content/uploads/2020/03/20200302_Audit_Report_pToken-2.pdf
ThetaSwap,-,https://swap.thetatoken.org/swap,Theta,Dexes,Theta_Network,
Welnance,WEL,https://welnance.com,Binance,Lending,WelnanceWorld,https://app.inspex.co/library/welnance#?scope=welnance-lending
Reaper Farm,-,https://www.reaper.farm,Fantom,Yield,Reaper_Farm,https://solidity.finance/audits/ReaperFarm
StakeWise,SWISE,https://stakewise.io/,Ethereum,Liquid Staking,stakewise_io,https://github.com/stakewise/contracts/tree/master/audits
MM Optimizer,MMO,https://vaults.mm.finance/vault,Cronos,Yield,MMFcrypto,
Lightning Network,-,https://lightning.network/,Bitcoin,Payments,,
Larix,LARIX,https://projectlarix.com,Solana,Lending,ProjectLarix,https://docs.projectlarix.com/how-to-prove/audit
Hop Protocol,-,https://hop.exchange,"Ethereum,Arbitrum,Optimism,Polygon,xDai",Dexes,HopProtocol,https://docs.hop.exchange/faq#are-hop-contracts-audited
KeeperDAO,ROOK,https://keeperdao.com/,Ethereum,Dexes,Keeper_DAO,
SundaeSwap,SUNDAE,https://www.sundaeswap.finance/,Cardano,Dexes,SundaeSwap,
Market,-,https://www.market.xyz,"Fantom,Polygon",Lending,market_xyz,
BXH,BXH,https://bxh.com,Heco,Yield,BXH_Blockchain,https://mos-wallet-public.oss-cn-hangzhou.aliyuncs.com/mos/BXH/bxh_audit.pdf
Injective Protocol,INJ,https://injectiveprotocol.com/,Ethereum,Synthetics,InjectiveLabs,https://www.certik.org/projects/injectiveprotocol
Apricot Finance,APT,https://apricot.one/#/,Solana,Lending,ApricotFinance,
mStable,MTA,https://mstable.org/,"Ethereum,Polygon",CDP,mstable_,https://developers.mstable.org/security/security-audits
Wrapped BNB,BNB,https://www.kava.io,Kava,Bridge,,
Solo Top,-,https://solo.top,"Heco,Binance,Polygon,OKExChain",Yield,solo_top,https://www.certik.com/projects/solotop
Bunny,BUNNY,https://pancakebunny.finance/,"Binance,Polygon",Yield,PancakeBunnyFin,https://github.com/PancakeBunny-finance/Bunny/blob/main/audits/%5BHAECHI%20AUDIT%5D%20PancakeBunny%20Smart%20Contract%20Audit%20Report%20ver%202.0.pdf
NetSwap,NETT,https://netswap.io/#/home,Metis,Dexes,netswapofficial,https://docs.netswap.io/security/security-audits
Enzyme Finance,MLN,https://enzyme.finance/,Ethereum,Indexes,enzymefinance,https://audit.enzyme.finance/
Blizz Finance,BLZZ,https://blizz.finance,Avalanche,Lending,BlizzFinance,
UMA Protocol,UMA,https://umaproject.org/,"Ethereum,Polygon",Synthetics,UMAprotocol,https://blog.openzeppelin.com/uma-audit-phase-2/
Spectrum Protocol,SPEC,https://spec.finance,Terra,Yield,SpecProtocol,https://github.com/HalbornSecurity/PublicReports/blob/master/CosmWasm%20Smart%20Contract%20Audits/Spectrum_Protocol_CosmWasm_Smart_Contract_Security_Audit_Halborn_Report_v1_1.pdf
BabySwap,BABY,https://home.babyswap.finance,Binance,Dexes,babyswap_bsc,https://www.certik.org/projects/babyswap
Hector Finance,HEC,https://hectordao.com,Fantom,Dexes,HectorDAO_HEC,
StackSwap,STSW,https://app.stackswap.org/swap,Stacks,Dexes,Stackswap_BTC,https://contact-stackswap.gitbook.io/~/files/v0/b/gitbook-x-prod.appspot.com/o/spaces%2FR2Qy2jO41SJwWbgnrvP4%2Fuploads%2F9tk4xdtFNupBe79yjKqY%2FTintash%20-%20Stackswap%20Contract%20audit.pdf?alt=media&token=b58b7f73-60a6-45e3-a8a5-b5e6f1bde584
Moonwell,-,https://moonwell.fi,Moonriver,Lending,MoonwellDeFi,
Loop Finance,LOOP,https://www.loop.markets,Terra,Dexes,loop_finance,https://docs.loop.markets/loop-finance/decentralized-exchange/audits
Klima DAO,KLIMA,https://www.klimadao.finance,Polygon,Reserve Currency,KlimaDAO,
WigoSwap,WIGO,https://wigoswap.io/,Fantom,Dexes,WigoSwap,https://certik.com/projects/wigoswap
Ref Finance,REF,https://app.ref.finance,Near,Dexes,finance_ref,
Ramp,RAMP,https://www.rampdefi.com,"Binance,Polygon,Ethereum",Lending,RampDefi,https://github.com/RAMP-DEFI/Security-Audits
JPool,-,https://jpool.one,Solana,Liquid Staking,JPoolSolana,
Defrost,MELT,https://www.defrost.finance,Avalanche,CDP,Defrost_Finance,https://github.com/DefrostFinance/Audit-Reports/blob/main/REP-Defrost-Finance-2021-11-10.pdf
Friktion,-,https://friktion.fi,Solana,Options,friktion_labs,
Channels Finance,CAN,https://channels.finance,"Heco,Binance,Arbitrum",Lending,ChannelsFinance,"https://attest.im/attestation/searchResult?qurey=4c533d00766c4b2a9761fad5da78b56f,https://firebasestorage.googleapis.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-MSgvIS2RfKE66pfkI81%2F-MUv-RfymyB6PvCRlnwz%2F-MUv1a71AjJ6p3Bgz5ui%2FChannels-Audit-Report-030321(1).pdf?alt=media&token=1af91ea6-d3d0-4ba3-8784-5dce6a907930"
Aldrin,RIN,https://aldrin.com,Solana,Dexes,Aldrin_Exchange,https://dex.aldrin.com/877f900320eec44c13409814fe473fb7.pdf
YokaiSwap,YOK,https://www.yokaiswap.com,Godwoken,Dexes,yokaiswap,
ACryptoS,ACS,https://app.acryptos.com/,Binance,Yield Aggregator,acryptosdao,https://docs.acryptos.com/security-and-risks#audits
Ooki,OOKI,https://hello.ooki.com,"Ethereum,Polygon,Binance",Lending,OokiTrade,https://docs.ooki.com/developers/audits
Flamingo Finance,FLM,https://flamingo.finance/,NEO,Dexes,FlamingoFinance,https://github.com/flamingo-finance/flamingo-audit
Lyra,LYRA,https://www.lyra.finance,"Optimism,Ethereum",Options,lyrafinance,https://github.com/lyra-finance/lyra-protocol/tree/master/audits/v1
Goldfinch,GFI,https://goldfinch.finance,Ethereum,Lending,goldfinch_fi,
88mph,MPH,https://88mph.app/,"Ethereum,Fantom,Polygon,Avalanche",Lending,88mphapp,https://docs.88mph.app/main-products/security-and-audits#is-88mph-audited
Sovryn,SOV,https://www.sovryn.app/,RSK,Dexes,SovrynBTC,https://www.sovryn.app/library
Flamincome,FLAG,https://flamincome.finance,Ethereum,Yield Aggregator,flamincome,https://github.com/flamincome/audits
Unslashed,USF,https://unslashed.finance/,Ethereum,Insurance,UnslashedF,https://documentation.unslashed.finance/risks-and-security/audits
